max_depth,min_samples_split,prune,gain_ratio,min_entropy_decrease,repeating,accuracy,min_score,max_score,std_dev
5,1,False,False,0.0,False,0.6082352941176471,0.5294117647058824,0.7058823529411765,0.06312542858741901
5,1,False,False,0.0,True,0.6376470588235295,0.5882352941176471,0.7058823529411765,0.041862008149498996
5,1,False,False,0.3,False,0.6080672268907563,0.5294117647058824,0.7058823529411765,0.0613878761271576
5,1,False,False,0.3,True,0.6314285714285715,0.5882352941176471,0.6764705882352942,0.036658930826305204
5,1,False,True,0.0,False,0.5442016806722689,0.4857142857142857,0.6176470588235294,0.05105043411231303
5,1,False,True,0.0,True,0.5668907563025211,0.5,0.6285714285714286,0.05641337105060858
5,1,False,True,0.3,False,0.555798319327731,0.5,0.6176470588235294,0.051555506097374616
5,1,False,True,0.3,True,0.5435294117647059,0.4705882352941176,0.6176470588235294,0.05696788465164592
5,1,True,False,0.0,False,0.5674756302521008,0.3529411764705882,0.7941176470588235,0.08914471663241086
5,1,True,False,0.0,True,0.5885378151260504,0.3529411764705882,0.8235294117647058,0.09063702592437088
5,1,True,False,0.3,False,0.555381512605042,0.3529411764705882,0.7647058823529411,0.08716916638118251
5,1,True,False,0.3,True,0.5698352941176471,0.3823529411764705,0.7941176470588235,0.0835782473785899
5,1,True,True,0.0,False,0.5485848739495798,0.3235294117647059,0.8235294117647058,0.09484585121890382
5,1,True,True,0.0,True,0.5407865546218488,0.3235294117647059,0.7941176470588235,0.0979306857492982
5,1,True,True,0.3,False,0.5394621848739496,0.3235294117647059,0.7941176470588235,0.08642559342694743
5,1,True,True,0.3,True,0.5332773109243698,0.3235294117647059,0.7647058823529411,0.09399007008084861
5,2,False,False,0.0,False,0.6082352941176471,0.5294117647058824,0.7058823529411765,0.06312542858741901
5,2,False,False,0.0,True,0.6376470588235295,0.5882352941176471,0.7058823529411765,0.041862008149498996
5,2,False,False,0.3,False,0.6080672268907563,0.5294117647058824,0.7058823529411765,0.0613878761271576
5,2,False,False,0.3,True,0.6314285714285715,0.5882352941176471,0.6764705882352942,0.036658930826305204
5,2,False,True,0.0,False,0.5442016806722689,0.4857142857142857,0.6176470588235294,0.05105043411231303
5,2,False,True,0.0,True,0.5668907563025211,0.5,0.6285714285714286,0.05641337105060858
5,2,False,True,0.3,False,0.555798319327731,0.5,0.6176470588235294,0.051555506097374616
5,2,False,True,0.3,True,0.5435294117647059,0.4705882352941176,0.6176470588235294,0.05696788465164592
5,2,True,False,0.0,False,0.5674756302521008,0.3529411764705882,0.7941176470588235,0.08914471663241086
5,2,True,False,0.0,True,0.5885378151260504,0.3529411764705882,0.8235294117647058,0.09063702592437088
5,2,True,False,0.3,False,0.555381512605042,0.3529411764705882,0.7647058823529411,0.08716916638118251
5,2,True,False,0.3,True,0.5698352941176471,0.3823529411764705,0.7941176470588235,0.0835782473785899
5,2,True,True,0.0,False,0.5485848739495798,0.3235294117647059,0.8235294117647058,0.09484585121890382
5,2,True,True,0.0,True,0.5407865546218488,0.3235294117647059,0.7941176470588235,0.0979306857492982
5,2,True,True,0.3,False,0.5394621848739496,0.3235294117647059,0.7941176470588235,0.08642559342694743
5,2,True,True,0.3,True,0.5332773109243698,0.3235294117647059,0.7647058823529411,0.09399007008084861
5,10,False,False,0.0,False,0.5966386554621849,0.5294117647058824,0.7058823529411765,0.06977908227865533
5,10,False,False,0.0,True,0.62,0.5882352941176471,0.6764705882352942,0.03574974719632253
5,10,False,False,0.3,False,0.5966386554621849,0.5294117647058824,0.7058823529411765,0.06182787858146349
5,10,False,False,0.3,True,0.6257142857142858,0.5882352941176471,0.6764705882352942,0.03434086847345048
5,10,False,True,0.0,False,0.5440336134453782,0.5142857142857142,0.6176470588235294,0.037420001299917245
5,10,False,True,0.0,True,0.5670588235294117,0.5,0.6176470588235294,0.04491685961042994
5,10,False,True,0.3,False,0.5440336134453782,0.5142857142857142,0.6176470588235294,0.037420001299917245
5,10,False,True,0.3,True,0.5435294117647059,0.4705882352941176,0.6176470588235294,0.05696788465164592
5,10,True,False,0.0,False,0.5462252100840336,0.3529411764705882,0.7352941176470589,0.08435000724842803
5,10,True,False,0.0,True,0.5644436974789916,0.4117647058823529,0.7647058823529411,0.08583302625355899
5,10,True,False,0.3,False,0.5453042016806723,0.3529411764705882,0.7352941176470589,0.08262577936078164
5,10,True,False,0.3,True,0.5616403361344537,0.3823529411764705,0.7647058823529411,0.08318994054275869
5,10,True,True,0.0,False,0.5371428571428571,0.3235294117647059,0.7941176470588235,0.08974841440596538
5,10,True,True,0.0,True,0.5325714285714285,0.3235294117647059,0.7647058823529411,0.09543306121899163
5,10,True,True,0.3,False,0.5371159663865546,0.3235294117647059,0.7941176470588235,0.089118054822402
5,10,True,True,0.3,True,0.5301848739495798,0.3235294117647059,0.7647058823529411,0.09621624418388902
20,1,False,False,0.0,False,0.5907563025210084,0.5588235294117647,0.6470588235294118,0.030373840168582217
20,1,False,False,0.0,True,0.6435294117647059,0.6,0.6764705882352942,0.03093764815634375
20,1,False,False,0.3,False,0.5847058823529412,0.5294117647058824,0.6470588235294118,0.03981203744730943
20,1,False,False,0.3,True,0.6196638655462186,0.5882352941176471,0.6571428571428571,0.028872412073108047
20,1,False,True,0.0,False,0.5504201680672269,0.4285714285714285,0.6176470588235294,0.06497174770537299
20,1,False,True,0.0,True,0.5907563025210084,0.5294117647058824,0.6470588235294118,0.0402516169749487
20,1,False,True,0.3,False,0.5561344537815126,0.4571428571428571,0.6470588235294118,0.06321107499268815
20,1,False,True,0.3,True,0.5438655462184874,0.5,0.5882352941176471,0.029534461187400034
20,1,True,False,0.0,False,0.5704672268907562,0.3823529411764705,0.7941176470588235,0.08336073133502503
20,1,True,False,0.0,True,0.5871663865546218,0.3529411764705882,0.8235294117647058,0.09119800898112895
20,1,True,False,0.3,False,0.558164705882353,0.3823529411764705,0.7352941176470589,0.08148287793556262
20,1,True,False,0.3,True,0.5696201680672268,0.3529411764705882,0.8235294117647058,0.08291832794645082
20,1,True,True,0.0,False,0.5618957983193278,0.3235294117647059,0.8235294117647058,0.09527501514117764
20,1,True,True,0.0,True,0.5747361344537815,0.2941176470588235,0.7647058823529411,0.08124736729867885
20,1,True,True,0.3,False,0.5528067226890756,0.3235294117647059,0.7941176470588235,0.08993043106369905
20,1,True,True,0.3,True,0.5617613445378151,0.3529411764705882,0.7647058823529411,0.0762836317066799
20,2,False,False,0.0,False,0.5907563025210084,0.5588235294117647,0.6470588235294118,0.030373840168582217
20,2,False,False,0.0,True,0.6435294117647059,0.6,0.6764705882352942,0.03093764815634375
20,2,False,False,0.3,False,0.5847058823529412,0.5294117647058824,0.6470588235294118,0.03981203744730943
20,2,False,False,0.3,True,0.6196638655462186,0.5882352941176471,0.6571428571428571,0.028872412073108047
20,2,False,True,0.0,False,0.5504201680672269,0.4285714285714285,0.6176470588235294,0.06497174770537299
20,2,False,True,0.0,True,0.5907563025210084,0.5294117647058824,0.6470588235294118,0.0402516169749487
20,2,False,True,0.3,False,0.5561344537815126,0.4571428571428571,0.6470588235294118,0.06321107499268815
20,2,False,True,0.3,True,0.5438655462184874,0.5,0.5882352941176471,0.029534461187400034
20,2,True,False,0.0,False,0.5704672268907562,0.3823529411764705,0.7941176470588235,0.08336073133502503
20,2,True,False,0.0,True,0.5871663865546218,0.3529411764705882,0.8235294117647058,0.09119800898112895
20,2,True,False,0.3,False,0.558164705882353,0.3823529411764705,0.7352941176470589,0.08148287793556262
20,2,True,False,0.3,True,0.5696201680672268,0.3529411764705882,0.8235294117647058,0.08291832794645082
20,2,True,True,0.0,False,0.5618957983193278,0.3235294117647059,0.8235294117647058,0.09527501514117764
20,2,True,True,0.0,True,0.5747361344537815,0.2941176470588235,0.7647058823529411,0.08124736729867885
20,2,True,True,0.3,False,0.5528067226890756,0.3235294117647059,0.7941176470588235,0.08993043106369905
20,2,True,True,0.3,True,0.5617613445378151,0.3529411764705882,0.7647058823529411,0.0762836317066799
20,10,False,False,0.0,False,0.573109243697479,0.5294117647058824,0.6470588235294118,0.03962779946385078
20,10,False,False,0.0,True,0.62,0.5882352941176471,0.6764705882352942,0.030483326152918638
20,10,False,False,0.3,False,0.573109243697479,0.5294117647058824,0.6470588235294118,0.03962779946385078
20,10,False,False,0.3,True,0.6198319327731092,0.5882352941176471,0.6764705882352942,0.03264479192702723
20,10,False,True,0.0,False,0.555798319327731,0.5142857142857142,0.6176470588235294,0.040143946681776004
20,10,False,True,0.0,True,0.5673949579831933,0.5294117647058824,0.6176470588235294,0.031996376998537295
20,10,False,True,0.3,False,0.5616806722689076,0.5142857142857142,0.6176470588235294,0.03792265066073877
20,10,False,True,0.3,True,0.5497478991596638,0.5,0.5882352941176471,0.03448484209743767
20,10,True,False,0.0,False,0.5450487394957984,0.3529411764705882,0.7352941176470589,0.08357218775843707
20,10,True,False,0.0,True,0.5607462184873949,0.3529411764705882,0.7941176470588235,0.08926006622195173
20,10,True,False,0.3,False,0.5471596638655463,0.3529411764705882,0.7352941176470589,0.07937597889072927
20,10,True,False,0.3,True,0.5607394957983193,0.3529411764705882,0.7941176470588235,0.08666939782850698
20,10,True,True,0.0,False,0.5459899159663866,0.3235294117647059,0.7941176470588235,0.08732483946104992
20,10,True,True,0.0,True,0.5599327731092437,0.2647058823529412,0.7647058823529411,0.08572714757943285
20,10,True,True,0.3,False,0.5497411764705883,0.3235294117647059,0.7941176470588235,0.0852314797903805
20,10,True,True,0.3,True,0.5600739495798319,0.3529411764705882,0.7647058823529411,0.07991831767409534
