max_depth,reproduction,mutation_probability,leaf_inner_swap_probabilty,crossover_probability,succesion,accuracy,min_score,max_score,std_dev
5,proportional,0.4,0.0,0.0,generational,0.6820319362044532,0.6040480708412397,0.7417721518987341,0.03338385538738803
5,proportional,0.4,0.0,0.0,elite_2,0.705935387793337,0.6348101265822785,0.7443037974683544,0.019780156089730678
5,proportional,0.4,0.0,0.4,generational,0.6716094828621526,0.6031645569620253,0.7411392405063291,0.032372228893764364
5,proportional,0.4,0.0,0.4,elite_2,0.7071741359018087,0.6221518987341772,0.739240506329114,0.019468967393494595
5,proportional,0.4,0.3,0.0,generational,0.6990526233196422,0.6208860759493671,0.7398734177215189,0.023036357708631983
5,proportional,0.4,0.3,0.0,elite_2,0.7139429362925243,0.6717267552182163,0.7462025316455696,0.014488017234651622
5,proportional,0.4,0.3,0.4,generational,0.7018408666202292,0.6069620253164557,0.7417721518987341,0.02532616554164202
5,proportional,0.4,0.3,0.4,elite_2,0.7143473558635377,0.6698292220113852,0.7430379746835443,0.014715514673522735
5,proportional,0.8,0.0,0.0,generational,0.6753390339394231,0.6056962025316456,0.7373417721518988,0.03290436940487001
5,proportional,0.8,0.0,0.0,elite_2,0.7072666778757235,0.6360759493670886,0.7424050632911392,0.020984415006891452
5,proportional,0.8,0.0,0.4,generational,0.6737045740958695,0.6084756483238457,0.7360759493670886,0.029447585051112852
5,proportional,0.8,0.0,0.4,elite_2,0.7041385791719709,0.629746835443038,0.7417721518987341,0.023246240378692527
5,proportional,0.8,0.3,0.0,generational,0.7133910631790487,0.6578115117014548,0.7417721518987341,0.01584909727789726
5,proportional,0.8,0.3,0.0,elite_2,0.7188928686378594,0.6943037974683545,0.7449367088607595,0.010552176355525123
5,proportional,0.8,0.3,0.4,generational,0.7131988310554928,0.6594936708860759,0.7417721518987341,0.01586596249340744
5,proportional,0.8,0.3,0.4,elite_2,0.7179108623768005,0.6892405063291139,0.7474683544303797,0.01054530191691812
5,rank_0.05,0.4,0.0,0.0,generational,0.6742758004467609,0.5844402277039848,0.7246835443037974,0.03148354534079136
5,rank_0.05,0.4,0.0,0.0,elite_2,0.7002194381059897,0.6116382036685643,0.7379746835443038,0.022846311350654142
5,rank_0.05,0.4,0.0,0.4,generational,0.6741989159240667,0.5993670886075949,0.7360759493670886,0.033900273919739383
5,rank_0.05,0.4,0.0,0.4,elite_2,0.7017746082834931,0.6449367088607595,0.7417721518987341,0.02176912125102124
5,rank_0.05,0.4,0.3,0.0,generational,0.7019725730390155,0.6236559139784946,0.7449367088607595,0.022559039025361705
5,rank_0.05,0.4,0.3,0.0,elite_2,0.7148889774938151,0.6462025316455696,0.7417721518987341,0.014546403435321655
5,rank_0.05,0.4,0.3,0.4,generational,0.7025741503134533,0.6170886075949367,0.7462025316455696,0.022012525723146992
5,rank_0.05,0.4,0.3,0.4,elite_2,0.7108350939559164,0.629348513598988,0.7430379746835443,0.01600356804998166
5,rank_0.05,0.8,0.0,0.0,generational,0.6750605241034756,0.600632911392405,0.7360759493670886,0.03084733361085959
5,rank_0.05,0.8,0.0,0.0,elite_2,0.7033182683608356,0.6303797468354431,0.7443037974683544,0.02378943089280099
5,rank_0.05,0.8,0.0,0.4,generational,0.6716702295454727,0.6082278481012658,0.7227848101265822,0.029802147762726234
5,rank_0.05,0.8,0.0,0.4,elite_2,0.7010106886364182,0.6129032258064516,0.7411392405063291,0.024230148685078022
5,rank_0.05,0.8,0.3,0.0,generational,0.7140847981168784,0.6489563567362429,0.7443037974683544,0.017055984194186066
5,rank_0.05,0.8,0.3,0.0,elite_2,0.717819662287128,0.6867088607594937,0.7443037974683544,0.011025874539144364
5,rank_0.05,0.8,0.3,0.4,generational,0.7104955684192827,0.6578115117014548,0.7436708860759493,0.0176715910588039
5,rank_0.05,0.8,0.3,0.4,elite_2,0.7172983642783369,0.6582278481012658,0.7443037974683544,0.012683803771432712
5,truncation_0.8,0.4,0.0,0.0,generational,0.6840156830719221,0.6103731815306768,0.7430379746835443,0.0304496985929416
5,truncation_0.8,0.4,0.0,0.0,elite_2,0.7097207663792343,0.618595825426945,0.7443037974683544,0.01708481708645791
5,truncation_0.8,0.4,0.0,0.4,generational,0.6741904963210275,0.6082278481012658,0.7398734177215189,0.02903043518771902
5,truncation_0.8,0.4,0.0,0.4,elite_2,0.7106074956564905,0.6375711574952562,0.7436708860759493,0.018339313304004692
5,truncation_0.8,0.4,0.3,0.0,generational,0.6980048807436409,0.629746835443038,0.7430379746835443,0.024422192200199692
5,truncation_0.8,0.4,0.3,0.0,elite_2,0.7170705001641327,0.661606578115117,0.7443037974683544,0.012362454393106643
5,truncation_0.8,0.4,0.3,0.4,generational,0.6990424134700838,0.6230234029095509,0.7430379746835443,0.02533850448367607
5,truncation_0.8,0.4,0.3,0.4,elite_2,0.7174757203820686,0.681214421252372,0.7481012658227848,0.012107929217698498
5,truncation_0.8,0.8,0.0,0.0,generational,0.6775358777892538,0.6021505376344086,0.7443037974683544,0.03068498204611049
5,truncation_0.8,0.8,0.0,0.0,elite_2,0.7058739749717772,0.6259493670886076,0.7411392405063291,0.020149814947623496
5,truncation_0.8,0.8,0.0,0.4,generational,0.676144471933322,0.6021505376344086,0.739240506329114,0.028265966810364966
5,truncation_0.8,0.8,0.0,0.4,elite_2,0.7034554287864594,0.6221518987341772,0.7424050632911392,0.02384594162361655
5,truncation_0.8,0.8,0.3,0.0,generational,0.7127534792112027,0.6559139784946236,0.7430379746835443,0.015779377742754293
5,truncation_0.8,0.8,0.3,0.0,elite_2,0.7183711574952563,0.6850094876660342,0.7443037974683544,0.008740296410858215
5,truncation_0.8,0.8,0.3,0.4,generational,0.7122169048591261,0.6476913345983555,0.7430379746835443,0.017516116984148934
5,truncation_0.8,0.8,0.3,0.4,elite_2,0.7171614088183251,0.6784810126582278,0.739240506329114,0.0101867343199332
5,tournament_2,0.4,0.0,0.0,generational,0.7042046325430948,0.6375711574952562,0.7417721518987341,0.0215731756295697
5,tournament_2,0.4,0.0,0.0,elite_2,0.7114073899710966,0.6476913345983555,0.7449367088607595,0.01779423993295233
5,tournament_2,0.4,0.0,0.4,generational,0.7040175790038351,0.6278481012658228,0.7430379746835443,0.022824042709016133
5,tournament_2,0.4,0.0,0.4,elite_2,0.7143779181578715,0.6571790006325111,0.7417721518987341,0.01392890111415664
5,tournament_2,0.4,0.3,0.0,generational,0.710484958246263,0.6609740670461733,0.7367088607594937,0.01419942073296854
5,tournament_2,0.4,0.3,0.0,elite_2,0.7172120545400683,0.6462025316455696,0.7481012658227848,0.013061131038794808
5,tournament_2,0.4,0.3,0.4,generational,0.7063907797500381,0.6287160025300442,0.7379746835443038,0.019767567502354987
5,tournament_2,0.4,0.3,0.4,elite_2,0.7179564640229305,0.6774193548387096,0.7443037974683544,0.01034478869119823
5,tournament_2,0.8,0.0,0.0,generational,0.6920111802336288,0.6056962025316456,0.740506329113924,0.026666041075740755
5,tournament_2,0.8,0.0,0.0,elite_2,0.7155120985756491,0.6489563567362429,0.7455696202531645,0.016035960471031386
5,tournament_2,0.8,0.0,0.4,generational,0.7005152515232308,0.6268184693232132,0.7430379746835443,0.024360126561436407
5,tournament_2,0.8,0.0,0.4,elite_2,0.7158765274341669,0.6322784810126583,0.7449367088607595,0.016689352011625254
5,tournament_2,0.8,0.3,0.0,generational,0.7101162571357656,0.6571790006325111,0.7436708860759493,0.016686892633910103
5,tournament_2,0.8,0.3,0.0,elite_2,0.7208411628595905,0.6970271979759646,0.7462025316455696,0.00910943490636919
5,tournament_2,0.8,0.3,0.4,generational,0.7109464895635673,0.6641366223908919,0.7417721518987341,0.01647585158595421
5,tournament_2,0.8,0.3,0.4,elite_2,0.7210741703296263,0.6970271979759646,0.7443037974683544,0.009699325633175474
20,proportional,0.4,0.0,0.0,generational,0.6786301539644032,0.5876027830487034,0.7417721518987341,0.03225180914454209
20,proportional,0.4,0.0,0.0,elite_2,0.7068718980936596,0.6348101265822785,0.7411392405063291,0.01887602527422364
20,proportional,0.4,0.0,0.4,generational,0.6734363669845235,0.5996204933586338,0.7360759493670886,0.033160832396148435
20,proportional,0.4,0.0,0.4,elite_2,0.7075440988318562,0.6318785578747628,0.7424050632911392,0.020214127913483804
20,proportional,0.4,0.3,0.0,generational,0.7010763576970191,0.6350411132194813,0.7417721518987341,0.021194662980595694
20,proportional,0.4,0.3,0.0,elite_2,0.7164130281267264,0.6559139784946236,0.7424050632911392,0.013760399156134384
20,proportional,0.4,0.3,0.4,generational,0.7015120729549476,0.6413662239089184,0.7430379746835443,0.021794137126485712
20,proportional,0.4,0.3,0.4,elite_2,0.7122012762311948,0.6575949367088607,0.7424050632911392,0.015705775585272534
20,proportional,0.8,0.0,0.0,generational,0.6762509419611046,0.5996204933586338,0.7373417721518988,0.03159247755280805
20,proportional,0.8,0.0,0.0,elite_2,0.7077829766451292,0.6360759493670886,0.7443037974683544,0.02207028339874186
20,proportional,0.8,0.0,0.4,generational,0.6696241186878998,0.5987341772151898,0.7216951296647691,0.03058500490288628
20,proportional,0.8,0.0,0.4,elite_2,0.7061075268817204,0.6318785578747628,0.7512658227848101,0.021382809187159856
20,proportional,0.8,0.3,0.0,generational,0.7123485408209834,0.640101201771031,0.7455696202531645,0.018017869823335204
20,proportional,0.8,0.3,0.0,elite_2,0.720608587738893,0.6888045540796964,0.7449367088607595,0.010280582259149778
20,proportional,0.8,0.3,0.4,generational,0.7109617402861512,0.6590765338393422,0.7398734177215189,0.017216896818817932
20,proportional,0.8,0.3,0.4,elite_2,0.717763927653544,0.6753164556962026,0.7449367088607595,0.012629531908381285
20,rank_0.05,0.4,0.0,0.0,generational,0.6724897172915716,0.5844402277039848,0.7411392405063291,0.030687772532425703
20,rank_0.05,0.4,0.0,0.0,elite_2,0.7006802360307128,0.6363061353573688,0.7379746835443038,0.022587226784099322
20,rank_0.05,0.4,0.0,0.4,generational,0.6693305887156822,0.6002530044275775,0.7234177215189873,0.032261674861433484
20,rank_0.05,0.4,0.0,0.4,elite_2,0.7003070160689837,0.6341772151898735,0.7379746835443038,0.022366492786172587
20,rank_0.05,0.4,0.3,0.0,generational,0.6992530028262837,0.6310126582278481,0.7417721518987341,0.02081694257714348
20,rank_0.05,0.4,0.3,0.0,elite_2,0.7135985844562407,0.6584440227703985,0.7455696202531645,0.014304213303023047
20,rank_0.05,0.4,0.3,0.4,generational,0.7010667755546481,0.6325110689437066,0.7449367088607595,0.024059913388006976
20,rank_0.05,0.4,0.3,0.4,elite_2,0.711599689348994,0.6584440227703985,0.7430379746835443,0.01710107951267543
20,rank_0.05,0.8,0.0,0.0,generational,0.6751168672287209,0.5876027830487034,0.7360759493670886,0.03294693020149437
20,rank_0.05,0.8,0.0,0.0,elite_2,0.7037436040320578,0.6170886075949367,0.7417721518987341,0.02329087336867594
20,rank_0.05,0.8,0.0,0.4,generational,0.6726817892857428,0.6082278481012658,0.7354430379746836,0.027198124615725783
20,rank_0.05,0.8,0.0,0.4,elite_2,0.7007230290074381,0.6078431372549019,0.7411392405063291,0.025730821534767155
20,rank_0.05,0.8,0.3,0.0,generational,0.713674111081754,0.6495888678051865,0.7436708860759493,0.01605878834015505
20,rank_0.05,0.8,0.3,0.0,elite_2,0.7171463342380643,0.680379746835443,0.7487341772151899,0.012104159031426042
20,rank_0.05,0.8,0.3,0.4,generational,0.7108801767828404,0.6540164452877926,0.7411392405063291,0.016288105875554633
20,rank_0.05,0.8,0.3,0.4,elite_2,0.7180222099456361,0.6641366223908919,0.7430379746835443,0.011744087154099461
20,truncation_0.8,0.4,0.0,0.0,generational,0.6853974139104396,0.6103731815306768,0.7430379746835443,0.031004588124149808
20,truncation_0.8,0.4,0.0,0.0,elite_2,0.7084454831503855,0.618595825426945,0.7430379746835443,0.01974823528870388
20,truncation_0.8,0.4,0.0,0.4,generational,0.675557722639893,0.6078431372549019,0.7411392405063291,0.031122307674432016
20,truncation_0.8,0.4,0.0,0.4,elite_2,0.711092210506089,0.6417721518987342,0.7455696202531645,0.01579851606503938
20,truncation_0.8,0.4,0.3,0.0,generational,0.6976098319442109,0.6369386464263125,0.7424050632911392,0.023327048060113736
20,truncation_0.8,0.4,0.3,0.0,elite_2,0.7169742656066102,0.661606578115117,0.7455696202531645,0.010919337050311196
20,truncation_0.8,0.4,0.3,0.4,generational,0.69829822816836,0.6223908918406073,0.7449367088607595,0.02466352318036921
20,truncation_0.8,0.4,0.3,0.4,elite_2,0.7138464839590389,0.6746835443037975,0.7436708860759493,0.012720609100300978
20,truncation_0.8,0.8,0.0,0.0,generational,0.676200414735106,0.6021505376344086,0.739240506329114,0.03137001269938006
20,truncation_0.8,0.8,0.0,0.0,elite_2,0.7066946925115494,0.6259493670886076,0.7411392405063291,0.01976794493159728
20,truncation_0.8,0.8,0.0,0.4,generational,0.6714970496160898,0.6021505376344086,0.7411392405063291,0.030170254826593645
20,truncation_0.8,0.8,0.0,0.4,elite_2,0.7071247359866772,0.6287160025300442,0.7455696202531645,0.02300215431086997
20,truncation_0.8,0.8,0.3,0.0,generational,0.714129836107575,0.6432637571157496,0.7449367088607595,0.014714963163168808
20,truncation_0.8,0.8,0.3,0.0,elite_2,0.7183308144981144,0.6841772151898734,0.7411392405063291,0.010706926389860682
20,truncation_0.8,0.8,0.3,0.4,generational,0.7105564976501013,0.6476913345983555,0.7411392405063291,0.01689198544925007
20,truncation_0.8,0.8,0.3,0.4,elite_2,0.7178299201755018,0.6742567994939912,0.7424050632911392,0.010784325015595257
20,tournament_2,0.4,0.0,0.0,generational,0.7041393477930167,0.6217583807716635,0.7424050632911392,0.023296299233169757
20,tournament_2,0.4,0.0,0.0,elite_2,0.7093722543815403,0.6527514231499051,0.7449367088607595,0.017819418661183802
20,tournament_2,0.4,0.0,0.4,generational,0.7002205462013307,0.6348101265822785,0.7398734177215189,0.022455303482377342
20,tournament_2,0.4,0.0,0.4,elite_2,0.7115639260522503,0.6670886075949367,0.7506329113924051,0.015273255970035494
20,tournament_2,0.4,0.3,0.0,generational,0.7102218272364069,0.6571790006325111,0.7417721518987341,0.016236564580214413
20,tournament_2,0.4,0.3,0.0,elite_2,0.7160840903449988,0.6786843769765971,0.740506329113924,0.01098185386002419
20,tournament_2,0.4,0.3,0.4,generational,0.7020886860583352,0.6325110689437066,0.7417721518987341,0.022403831338650673
20,tournament_2,0.4,0.3,0.4,elite_2,0.7141194661286319,0.6628716002530044,0.7386075949367089,0.012502881450802928
20,tournament_2,0.8,0.0,0.0,generational,0.6904387000696564,0.6135357368753953,0.740506329113924,0.026863540003287223
20,tournament_2,0.8,0.0,0.0,elite_2,0.7146162835571142,0.6489563567362429,0.7430379746835443,0.01587733967399502
20,tournament_2,0.8,0.0,0.4,generational,0.6952678980616338,0.6306135357368754,0.7436708860759493,0.02550101039544811
20,tournament_2,0.8,0.0,0.4,elite_2,0.7143272628283652,0.6521189120809614,0.7417721518987341,0.014936368592721997
20,tournament_2,0.8,0.3,0.0,generational,0.7101724049031618,0.6483238456672992,0.7455696202531645,0.018136035907287306
20,tournament_2,0.8,0.3,0.0,elite_2,0.7205225470179906,0.6963946869070209,0.7449367088607595,0.00925469558283358
20,tournament_2,0.8,0.3,0.4,generational,0.7091194357040489,0.6546489563567363,0.7417721518987341,0.015155217475196277
20,tournament_2,0.8,0.3,0.4,elite_2,0.7182598835859375,0.6867088607594937,0.7436708860759493,0.010262643575244623
